id,actual,RandForest,RandForest-Bal
3300,False,0.69,0.74
3301,True,0.92,0.92
3302,True,0.61,0.72
3303,True,0.79,0.72
3304,True,0.75,0.71
3305,True,0.91,0.95
3306,True,0.95,0.88
3307,True,0.9,0.94
3308,True,0.7,0.78
3309,True,0.94,0.92
3310,True,0.85,0.88
3311,False,0.24,0.21
3312,False,0.24,0.21
3313,True,0.88,0.96
3314,True,0.89,0.96
3315,True,0.84,0.85
3316,False,0.69,0.71
3317,True,0.96,0.92
3318,True,0.93,0.9
3319,True,0.89,0.97
3320,True,0.65,0.81
3321,True,0.92,0.97
3322,True,0.92,0.9
3323,True,0.82,0.87
3324,True,0.91,0.97
3325,True,0.78,0.86
3326,True,0.92,0.91
3327,True,0.95,0.94
3328,True,0.94,0.95
3329,True,0.93,0.93
3330,True,0.93,0.96
3331,True,0.77,0.86
3332,True,0.92,0.97
3333,True,0.92,0.97
3334,True,0.95,0.98
3335,True,0.92,0.95
3336,True,0.94,0.96
3337,True,0.9,0.91
3338,True,0.93,0.91
3339,True,0.74,0.71
3340,True,0.95,0.92
3341,True,0.89,0.88
3342,True,0.9,0.87
3343,False,0.26,0.29
3344,False,0.25,0.26
3345,True,0.76,0.77
3346,False,0.2,0.29
3347,True,0.95,0.96
3348,True,0.93,0.96
3349,True,0.95,0.94
3350,True,0.85,0.89
3351,True,0.93,0.93
3352,True,0.93,0.92
3353,True,0.93,0.95
3354,True,0.83,0.91
3355,True,0.58,0.6
3356,False,0.74,0.74
3357,False,0.68,0.83
3358,True,0.98,0.96
3359,True,0.92,0.97
3360,True,0.92,0.97
3361,True,0.88,0.89
3362,True,0.91,0.9
3363,True,0.93,0.93
3364,True,0.79,0.84
3365,True,0.9,0.85
3366,True,0.75,0.77
3367,True,0.69,0.66
3368,True,0.77,0.9
3369,True,0.77,0.83
3370,True,0.93,0.88
3371,False,0.71,0.7
3372,True,0.82,0.88
3373,True,0.85,0.89
3374,False,0.32,0.23
3375,True,0.89,0.92
3376,True,0.72,0.84
3377,True,0.7,0.8
3378,True,0.89,0.95
3379,True,0.89,0.95
3380,True,0.83,0.91
3381,False,0.61,0.6
3382,True,0.9,0.88
3383,True,0.68,0.57
3384,True,0.92,0.91
3385,True,0.92,0.91
3386,False,0.3,0.18
3387,True,0.79,0.77
3388,True,0.96,0.99
3389,False,0.32,0.27
3390,True,0.97,0.92
3391,True,0.8,0.84
3392,True,0.8,0.77
3393,True,0.91,0.89
3394,True,0.73,0.67
3395,True,0.79,0.78
3396,True,0.91,0.94
3397,False,0.63,0.75
3398,True,0.7,0.84
3399,True,0.86,0.86
3400,False,0.2,0.27
3401,True,0.69,0.71
3402,False,0.68,0.71
3403,True,0.93,0.93
3404,False,0.24,0.3
3405,False,0.18,0.18
3406,False,0.71,0.82
3407,False,0.79,0.81
3408,True,0.72,0.82
3409,True,0.95,0.93
3410,True,0.75,0.76
3411,True,0.73,0.76
3412,True,0.86,0.93
3413,True,0.86,0.93
3414,True,0.65,0.76
3415,True,0.75,0.68
3416,True,0.8,0.76
3417,True,0.93,0.92
3418,True,0.87,0.86
3419,True,0.92,0.88
3420,True,0.7,0.77
3421,True,0.93,0.95
3422,True,0.77,0.8
3423,True,0.82,0.78
3424,True,0.86,0.96
3425,True,0.9,0.96
3426,True,0.91,0.96
3427,True,0.91,0.89
3428,True,0.89,0.97
3429,True,0.9,0.93
3430,True,0.78,0.81
3431,True,0.77,0.78
3432,True,0.72,0.75
3433,True,0.95,0.95
3434,True,0.99,0.99
3435,True,0.99,0.99
3436,True,0.9,0.97
3437,True,0.76,0.84
3438,True,0.92,0.97
3439,True,0.92,0.97
3440,True,0.92,0.97
3441,True,0.74,0.71
3442,True,0.83,0.87
3443,True,0.92,0.94
3444,True,0.92,0.94
3445,True,0.8,0.78
3446,True,0.82,0.9
3447,True,0.72,0.71
3448,True,0.9,0.91
3449,False,0.71,0.8
3450,True,0.88,0.91
3451,True,0.88,0.91
3452,True,0.93,0.88
3453,True,0.78,0.79
3454,True,0.98,0.96
3455,True,0.9,0.94
3456,True,0.91,0.9
3457,True,0.76,0.69
3458,True,0.89,0.87
3459,True,0.83,0.85
3460,True,0.49,0.35
3461,True,0.92,0.95
3462,False,0.72,0.71
3463,True,0.79,0.84
3464,True,0.88,0.92
3465,True,0.88,0.92
3466,True,0.66,0.68
3467,False,0.3,0.25
3468,True,0.89,0.88
3469,True,0.72,0.78
3470,True,0.73,0.77
3471,False,0.82,0.75
3472,True,0.8,0.74
3473,True,0.87,0.93
3474,True,0.89,0.93
3475,True,0.75,0.78
3476,True,0.82,0.81
3477,True,0.84,0.79
3478,True,0.81,0.78
3479,True,0.71,0.76
3480,False,0.29,0.28
3481,True,0.66,0.71
3482,True,0.9,0.91
3483,True,0.91,0.93
3484,True,0.94,0.93
3485,True,0.8,0.85
3486,True,0.97,0.97
3487,True,0.97,0.97
3488,True,0.74,0.77
3489,True,0.77,0.72
3490,True,0.78,0.58
3491,True,0.9,0.91
3492,False,0.25,0.29
3493,False,0.67,0.73
3494,True,0.93,0.83
3495,True,0.91,0.86
3496,True,0.87,0.89
3497,True,0.71,0.7
3498,True,0.89,0.92
3499,True,0.93,0.92
3500,True,0.85,0.88
3501,True,0.95,0.97
3502,True,0.83,0.82
3503,True,0.91,0.86
3504,True,0.87,0.97
3505,True,0.85,0.86
3506,True,0.91,0.97
3507,True,0.99,0.98
3508,True,0.66,0.57
3509,True,0.94,0.97
3510,True,0.97,0.97
3511,True,0.95,0.98
3512,True,0.88,0.89
3513,True,0.63,0.77
3514,True,0.7,0.82
3515,True,0.55,0.51
3516,True,0.66,0.67
3517,False,0.22,0.29
3518,True,0.84,0.9
3519,True,0.91,0.89
3520,True,0.92,0.86
3521,False,0.26,0.23
3522,True,0.95,0.95
3523,True,0.81,0.76
3524,True,0.88,0.9
3525,True,0.8,0.76
3526,True,0.95,0.97
3527,True,0.87,0.89
3528,False,0.76,0.75
3529,True,0.83,0.8
3530,True,0.9,0.92
3531,True,0.73,0.83
3532,False,0.24,0.29
3533,True,0.5,0.53
3534,True,0.77,0.81
3535,True,0.79,0.84
3536,True,0.79,0.84
3537,True,0.95,0.97
3538,False,0.32,0.35
3539,False,0.71,0.65
3540,True,0.74,0.62
3541,True,0.84,0.93
3542,True,0.88,0.87
3543,True,1.0,1.0
3544,True,0.73,0.72
3545,True,0.9,0.96
3546,True,0.73,0.72
3547,True,0.79,0.79
3548,True,0.88,0.86
3549,False,0.56,0.58
3550,True,0.89,0.95
3551,False,0.71,0.81
3552,True,0.86,0.86
3553,True,0.72,0.8
3554,True,0.79,0.81
3555,True,0.74,0.74
3556,True,0.9,0.95
3557,True,0.96,0.92
3558,True,0.89,0.82
3559,True,0.87,0.87
3560,True,0.93,0.89
3561,False,0.5,0.57
3562,True,0.93,0.88
3563,True,0.91,0.94
3564,True,0.97,0.97
3565,True,0.96,0.91
3566,True,0.67,0.78
3567,True,0.81,0.75
3568,False,0.72,0.64
3569,True,0.81,0.84
3570,True,0.9,0.97
3571,True,0.87,0.82
3572,True,0.87,0.91
3573,True,0.68,0.76
3574,True,0.86,0.89
3575,True,0.95,0.93
3576,True,0.95,0.93
3577,True,0.95,0.96
3578,True,0.84,0.94
3579,True,0.89,0.91
3580,True,0.67,0.81
3581,True,0.94,0.98
3582,True,0.87,0.79
3583,False,0.26,0.24
3584,True,0.92,0.92
3585,True,0.91,0.95
3586,True,0.7,0.72
3587,True,0.76,0.79
3588,True,0.76,0.79
3589,True,0.89,0.9
3590,True,0.91,0.88
3591,True,0.75,0.76
3592,True,0.86,0.9
3593,True,0.85,0.81
3594,True,0.87,0.97
3595,True,0.96,0.95
3596,True,0.86,0.91
3597,True,0.85,0.86
3598,True,0.91,0.92
3599,True,0.66,0.83
3600,True,0.93,0.95
3601,True,0.72,0.75
3602,True,0.82,0.84
3603,True,0.79,0.78
3604,True,0.93,0.9
3605,True,0.84,0.91
3606,True,0.96,0.87
3607,True,0.98,0.99
3608,False,0.26,0.25
3609,True,0.86,0.94
3610,True,0.92,0.93
3611,True,0.92,0.92
3612,True,0.97,0.91
3613,True,0.68,0.68
3614,True,0.79,0.87
3615,True,0.84,0.9
3616,True,0.9,0.84
3617,True,0.9,0.95
3618,True,0.74,0.87
3619,True,0.77,0.83
3620,True,0.95,0.94
3621,True,0.92,0.96
3622,True,0.95,0.94
3623,True,0.88,0.88
3624,True,0.88,0.88
3625,True,0.93,0.95
3626,True,0.93,0.95
3627,True,0.93,0.93
3628,True,0.9,0.87
3629,True,0.78,0.77
3630,True,0.78,0.77
3631,True,0.93,0.94
3632,True,0.74,0.9
3633,True,0.77,0.76
3634,True,0.95,0.98
3635,False,0.73,0.83
3636,True,0.91,0.89
3637,True,0.56,0.72
3638,True,0.91,0.91
3639,True,0.92,0.94
3640,True,0.86,0.94
3641,True,0.81,0.84
3642,True,0.75,0.76
3643,True,0.79,0.79
3644,True,0.73,0.61
3645,True,0.75,0.84
3646,True,0.76,0.78
3647,True,0.96,0.89
3648,True,0.92,0.92
3649,True,0.95,0.93
3650,True,0.94,0.93
3651,True,0.77,0.83
3652,False,0.66,0.76
3653,True,0.9,0.87
3654,True,0.84,0.95
3655,True,0.59,0.74
3656,True,0.92,0.93
3657,True,0.92,0.97
3658,False,0.63,0.57
3659,True,0.56,0.67
3660,True,0.9,0.92
3661,True,0.92,0.96
3662,True,0.62,0.57
3663,True,0.84,0.83
3664,True,0.89,0.93
3665,True,0.91,0.94
3666,True,0.95,0.95
3667,True,0.89,0.87
3668,True,0.9,0.97
3669,False,0.67,0.64
3670,True,0.83,0.89
3671,True,0.83,0.89
3672,True,0.85,0.93
3673,True,0.93,0.86
3674,False,0.2,0.27
3675,True,0.8,0.82
3676,True,0.71,0.8
3677,True,0.75,0.75
3678,True,0.75,0.75
3679,True,0.93,0.95
3680,True,0.91,0.88
3681,True,0.76,0.81
3682,True,0.79,0.79
3683,True,0.92,0.92
3684,True,0.95,0.98
3685,True,0.98,0.97
3686,True,0.79,0.89
3687,True,0.97,0.96
3688,True,0.89,0.94
3689,True,0.9,0.89
3690,True,0.96,0.9
3691,True,0.98,0.91
3692,False,0.62,0.8
3693,True,0.88,0.89
3694,True,0.87,0.9
3695,True,0.9,0.9
3696,True,0.81,0.85
3697,False,0.84,0.89
3698,False,0.85,0.8
3699,True,0.87,0.92
3700,True,0.98,0.99
3701,False,0.29,0.29
3702,True,0.94,0.91
3703,True,0.98,0.96
3704,True,0.9,0.86
3705,True,0.72,0.83
3706,True,0.95,0.92
3707,False,0.2,0.29
3708,True,0.73,0.76
3709,True,0.95,0.99
3710,True,0.86,0.86
3711,True,0.6,0.79
3712,True,0.94,0.9
3713,True,0.81,0.83
3714,True,0.97,0.91
3715,True,0.9,0.89
3716,False,0.17,0.24
3717,True,0.94,0.92
3718,True,0.76,0.89
3719,True,0.79,0.8
3720,True,0.91,0.9
3721,True,0.95,0.94
3722,True,0.91,0.96
3723,True,0.79,0.89
3724,True,0.9,0.84
3725,True,0.95,0.87
3726,False,0.24,0.28
3727,True,0.94,0.96
3728,True,0.88,0.9
3729,True,0.94,0.94
3730,True,0.9,0.9
3731,True,0.66,0.77
3732,True,0.93,0.9
3733,True,0.88,0.96
3734,True,0.88,0.96
3735,True,0.88,0.96
3736,True,0.67,0.83
3737,True,0.6,0.78
3738,True,0.9,0.9
3739,True,0.94,0.94
3740,True,0.84,0.86
3741,True,0.95,0.91
3742,True,0.71,0.68
3743,True,0.88,0.91
3744,True,0.86,0.88
3745,True,0.91,0.97
3746,True,0.88,0.85
3747,True,0.92,0.94
3748,True,0.63,0.77
3749,True,0.93,0.93
3750,True,0.68,0.81
3751,True,0.97,0.96
3752,True,0.91,0.9
3753,True,0.97,0.88
3754,True,0.97,0.98
3755,True,0.97,0.98
3756,True,0.96,0.96
3757,True,0.82,0.8
3758,True,0.83,0.9
3759,True,0.72,0.73
3760,True,0.65,0.66
3761,True,0.77,0.81
3762,True,0.92,0.95
3763,True,0.78,0.86
3764,True,0.92,0.95
3765,True,0.91,0.97
3766,True,0.72,0.78
3767,True,0.94,0.88
3768,False,0.31,0.28
3769,True,0.7,0.72
3770,True,0.8,0.78
3771,True,0.82,0.81
3772,True,0.83,0.89
3773,True,0.95,0.99
3774,False,0.64,0.7
3775,True,0.47,0.58
3776,True,0.91,0.93
3777,True,0.97,0.95
3778,True,0.82,0.83
3779,False,0.24,0.34
3780,True,0.95,0.95
3781,True,0.82,0.81
3782,True,0.88,0.92
3783,True,0.93,0.93
3784,True,0.68,0.81
3785,False,0.27,0.26
3786,True,0.71,0.85
3787,True,0.95,0.89
3788,True,0.88,0.81
3789,True,0.81,0.82
3790,True,0.82,0.86
3791,True,0.74,0.75
3792,True,0.9,0.97
3793,True,0.82,0.81
3794,True,0.8,0.78
3795,True,0.81,0.84
3796,False,0.21,0.19
3797,True,0.92,0.92
3798,True,0.93,0.98
3799,True,0.94,0.97
3800,True,0.93,0.91
3801,False,0.31,0.37
3802,True,0.91,0.87
3803,True,0.91,0.87
3804,True,0.94,0.84
3805,True,0.94,0.96
3806,True,0.74,0.82
3807,False,0.74,0.69
3808,True,0.75,0.73
3809,True,0.93,0.89
3810,True,0.95,0.92
3811,False,0.66,0.74
3812,True,0.82,0.94
3813,True,0.85,0.87
3814,True,0.89,0.84
3815,True,0.9,0.87
3816,True,0.88,0.89
3817,True,0.93,0.94
3818,True,0.67,0.71
3819,True,0.74,0.73
3820,False,0.2,0.25
3821,False,0.2,0.25
3822,True,0.97,0.9
3823,True,0.88,0.9
3824,True,0.88,0.9
3825,True,0.89,0.89
3826,True,0.91,0.94
3827,True,0.93,0.94
3828,False,0.28,0.35
3829,True,0.87,0.89
3830,True,0.99,0.98
3831,True,0.94,0.93
3832,True,0.71,0.77
3833,False,0.77,0.85
3834,False,0.77,0.85
3835,True,0.81,0.89
3836,True,0.92,0.81
3837,True,0.84,0.77
3838,True,0.72,0.73
3839,True,0.63,0.66
3840,True,0.63,0.66
3841,True,0.95,0.98
3842,True,0.96,0.93
3843,True,0.88,0.87
3844,True,0.7,0.64
3845,True,0.54,0.86
3846,True,0.76,0.71
3847,True,0.85,0.86
3848,False,0.69,0.77
3849,True,0.78,0.78
3850,True,0.93,0.96
3851,True,0.65,0.78
3852,True,0.9,0.9
3853,True,0.88,0.89
3854,True,0.87,0.94
3855,True,0.79,0.85
3856,False,0.25,0.32
3857,True,0.96,0.96
3858,True,0.95,0.93
3859,True,0.95,0.93
3860,True,0.93,0.97
3861,True,0.91,1.0
3862,True,0.95,0.95
3863,True,0.99,0.98
3864,True,0.91,0.86
3865,True,0.96,0.94
3866,True,0.81,0.88
3867,True,0.94,0.89
3868,True,0.94,0.89
3869,True,0.88,0.85
3870,True,0.7,0.75
3871,True,0.76,0.78
3872,True,0.94,0.88
3873,True,0.9,0.9
3874,True,0.92,0.9
3875,True,0.68,0.78
3876,True,0.95,0.94
3877,True,0.84,0.88
3878,True,0.98,0.95
3879,True,0.89,0.95
3880,True,0.69,0.83
3881,True,0.92,0.87
3882,True,0.88,0.86
3883,True,0.93,0.98
3884,True,0.88,0.97
3885,True,0.7,0.77
3886,True,0.58,0.53
3887,True,0.89,0.91
3888,True,0.84,0.87
3889,True,0.84,0.87
3890,True,0.81,0.81
3891,True,0.96,0.96
3892,True,0.96,0.96
3893,True,0.9,0.85
3894,True,0.88,0.97
3895,False,0.43,0.39
3896,True,0.92,0.91
3897,True,0.79,0.76
3898,True,0.83,0.89
3899,True,0.92,0.89
3900,True,0.7,0.76
3901,True,0.64,0.74
3902,True,0.95,0.92
3903,True,0.87,0.95
3904,True,0.85,0.93
3905,True,0.82,0.85
3906,True,0.9,0.92
3907,False,0.24,0.28
3908,True,0.73,0.84
3909,True,0.72,0.8
3910,True,0.9,0.92
3911,True,0.9,0.92
3912,False,0.75,0.76
3913,False,0.27,0.29
3914,True,0.93,0.94
3915,True,0.87,0.93
3916,True,0.73,0.78
3917,True,0.9,0.92
3918,True,0.69,0.74
3919,False,0.74,0.77
3920,False,0.29,0.22
3921,False,0.26,0.22
3922,True,0.87,0.86
3923,True,0.93,0.94
3924,True,0.93,0.93
3925,True,0.9,0.92
3926,True,0.78,0.93
3927,True,0.87,0.84
3928,True,0.99,0.94
3929,True,0.79,0.82
3930,True,0.62,0.67
3931,True,0.92,0.95
3932,True,0.83,0.88
3933,False,0.64,0.74
3934,True,0.84,0.87
3935,False,0.66,0.75
3936,True,0.9,0.89
3937,True,0.83,0.83
3938,True,0.78,0.83
3939,True,0.71,0.73
3940,True,0.71,0.73
3941,False,0.82,0.74
3942,False,0.23,0.42
3943,True,0.92,0.92
3944,True,0.74,0.84
3945,True,0.88,0.92
3946,False,0.75,0.83
3947,True,0.83,0.9
3948,True,0.88,0.93
3949,True,0.88,0.87
3950,True,0.91,0.97
3951,True,0.91,0.97
3952,True,0.76,0.66
3953,True,0.79,0.77
3954,False,0.29,0.21
3955,False,0.28,0.22
3956,True,0.84,0.91
3957,True,0.92,0.93
3958,True,0.75,0.74
3959,True,0.91,0.96
3960,True,0.89,0.95
3961,True,0.81,0.86
3962,True,0.74,0.81
3963,True,0.89,0.9
3964,True,0.86,0.9
3965,True,0.69,0.71
3966,False,0.78,0.88
3967,True,0.8,0.85
3968,True,0.75,0.73
3969,True,0.74,0.77
3970,False,0.73,0.66
3971,True,0.81,0.75
3972,True,0.89,0.91
3973,True,0.95,0.92
3974,True,0.81,0.83
3975,True,0.92,0.9
3976,True,0.8,0.81
3977,True,0.9,0.88
3978,True,0.97,0.94
3979,True,0.73,0.83
3980,True,0.73,0.83
3981,True,0.73,0.74
3982,True,0.71,0.74
3983,True,0.89,0.9
3984,True,0.91,0.97
3985,True,0.9,0.94
3986,True,0.97,0.98
3987,True,0.97,0.98
3988,True,0.87,0.9
3989,True,0.93,0.96
3990,True,0.83,0.88
3991,True,0.75,0.79
3992,False,0.28,0.26
3993,True,0.88,0.91
3994,True,0.9,0.95
3995,True,0.94,0.93
3996,True,0.85,0.9
3997,True,0.94,0.91
3998,True,0.9,0.89
3999,True,0.96,0.91
4000,True,0.98,0.92
4001,True,0.81,0.84
4002,True,0.85,0.88
4003,True,0.67,0.79
4004,True,0.66,0.6
4005,True,0.89,0.89
4006,True,0.77,0.79
4007,True,0.65,0.73
4008,True,0.95,0.94
4009,True,0.9,0.98
4010,True,0.91,0.89
4011,True,0.8,0.84
4012,True,0.9,0.9
4013,True,0.91,0.86
4014,True,0.79,0.76
4015,True,0.92,0.91
4016,True,0.94,0.96
4017,True,0.89,0.92
4018,True,0.9,0.92
4019,True,0.9,0.96
4020,False,0.75,0.76
4021,True,0.65,0.72
4022,True,0.94,0.94
4023,False,0.62,0.71
4024,True,0.88,0.9
4025,True,0.91,0.95
4026,True,0.91,0.93
4027,False,0.58,0.64
4028,False,0.22,0.27
4029,True,0.95,0.95
4030,True,0.6,0.75
4031,True,0.89,0.85
4032,True,0.89,0.85
4033,True,0.82,0.81
4034,True,0.92,0.81
4035,False,0.65,0.67
4036,False,0.6,0.52
4037,False,0.24,0.26
4038,False,0.24,0.26
4039,False,0.14,0.18
4040,False,0.27,0.2
4041,False,0.55,0.48
4042,False,0.71,0.74
4043,False,0.75,0.74
4044,False,0.42,0.45
4045,False,0.04,0.07
4046,False,0.46,0.36
4047,False,0.58,0.5
4048,False,0.53,0.54
4049,False,0.76,0.73
4050,False,0.34,0.22
4051,False,0.55,0.77
4052,False,0.19,0.37
4053,False,0.36,0.31
4054,True,0.97,0.91
4055,True,0.84,0.91
4056,True,0.95,0.93
4057,True,0.92,0.95
4058,True,0.89,0.92
4059,True,0.74,0.71
4060,True,0.85,0.9
4061,True,0.78,0.76
4062,False,0.23,0.2
4063,True,0.92,0.94
4064,True,0.97,0.97
4065,True,0.86,0.92
4066,True,0.91,0.9
4067,True,0.77,0.83
4068,True,0.83,0.84
4069,True,0.9,0.95
4070,True,0.82,0.79
4071,True,0.5,0.51
4072,True,0.93,0.97
4073,True,0.89,0.95
4074,True,0.92,0.93
4075,True,0.92,0.93
4076,True,0.93,0.97
4077,True,0.89,0.92
4078,True,0.89,0.92
4079,True,0.89,0.92
4080,True,0.82,0.82
4081,True,0.82,0.82
4082,True,0.96,0.96
4083,True,0.96,0.94
4084,True,0.76,0.85
4085,True,0.79,0.87
4086,True,0.63,0.74
4087,True,0.87,0.93
4088,True,0.91,0.96
4089,True,0.91,0.92
4090,True,0.91,0.92
4091,True,0.79,0.78
4092,True,0.88,0.92
4093,True,0.91,0.91
4094,True,0.66,0.64
4095,True,0.71,0.68
4096,True,0.73,0.7
4097,True,0.9,0.91
4098,True,0.91,0.88
4099,True,0.88,0.95
4100,True,0.72,0.92
4101,True,0.84,0.85
4102,True,0.96,0.91
4103,True,0.86,0.92
4104,True,0.92,0.94
4105,True,0.91,0.88
4106,True,0.73,0.88
4107,True,0.77,0.82
4108,True,0.71,0.83
4109,True,0.88,0.89
4110,True,0.94,0.91
4111,True,0.76,0.83
4112,True,0.86,0.85
4113,True,0.89,0.93
4114,True,0.88,0.79
4115,True,0.91,0.89
4116,True,0.95,0.93
4117,True,0.83,0.89
4118,True,0.66,0.69
4119,True,0.87,0.88
4120,True,0.76,0.77
4121,True,0.87,0.87
4122,True,0.89,0.89
4123,True,0.92,0.96
4124,True,0.92,0.96
4125,True,0.94,0.97
4126,True,0.83,0.85
4127,True,0.88,0.94
4128,True,0.88,0.94
4129,True,0.91,0.9
4130,True,0.94,0.97
4131,True,0.89,0.88
4132,True,0.84,0.93
4133,True,0.92,0.91
4134,True,0.77,0.74
4135,True,0.9,0.94
4136,True,0.79,0.9
4137,True,0.89,0.95
4138,True,0.84,0.88
4139,True,0.73,0.87
4140,True,0.78,0.77
4141,True,0.88,0.89
4142,True,0.89,0.85
4143,True,0.8,0.83
4144,True,0.8,0.83
4145,True,0.79,0.87
4146,True,0.79,0.81
4147,True,0.7,0.77
4148,True,0.8,0.81
4149,True,0.72,0.81
4150,True,0.94,0.93
4151,True,0.86,0.92
4152,True,0.92,0.92
4153,True,0.93,0.91
4154,True,0.77,0.78
4155,True,0.69,0.76
4156,True,0.79,0.69
4157,True,0.95,0.89
4158,False,0.75,0.73
4159,True,0.96,0.96
4160,True,0.96,0.96
4161,True,0.85,0.88
4162,True,0.96,0.96
4163,True,0.8,0.83
4164,True,0.89,0.95
4165,True,0.93,0.94
4166,True,0.93,0.93
4167,True,0.87,0.91
4168,True,0.9,0.91
4169,True,0.73,0.77
4170,True,0.76,0.81
4171,True,0.88,0.94
4172,True,0.97,1.0
4173,True,0.67,0.73
4174,True,0.88,0.92
4175,True,0.78,0.82
4176,True,0.79,0.87
4177,True,0.77,0.84
4178,True,0.96,0.97
4179,True,0.86,0.86
4180,True,0.88,0.9
4181,True,0.87,0.86
4182,True,0.72,0.78
4183,True,0.78,0.78
4184,True,0.75,0.81
4185,True,0.9,0.93
4186,True,0.92,0.89
4187,True,0.92,0.89
4188,True,0.89,0.79
4189,True,0.87,0.8
4190,True,0.95,0.9
4191,True,0.92,0.94
4192,True,0.84,0.84
4193,True,0.93,0.93
4194,True,0.96,0.92
4195,True,0.8,0.75
4196,True,0.9,0.92
4197,True,0.8,0.81
4198,True,0.94,0.87
4199,True,0.88,0.79
4200,True,0.92,0.97
4201,True,0.98,0.97
4202,True,0.96,0.99
4203,True,0.98,0.97
4204,True,0.79,0.82
4205,True,0.87,0.82
4206,True,0.92,0.92
4207,True,0.86,0.92
4208,True,0.81,0.84
4209,True,0.84,0.87
4210,True,0.95,0.94
4211,True,0.8,0.78
4212,True,0.72,0.87
4213,True,0.81,0.75
4214,True,0.91,0.96
4215,True,0.91,0.96
4216,True,0.97,0.94
4217,True,0.96,1.0
4218,True,0.77,0.78
4219,True,0.96,0.95
4220,True,0.98,0.91
4221,True,0.98,0.96
4222,True,0.94,0.96
4223,True,0.94,0.96
4224,True,0.84,0.83
4225,True,0.84,0.81
4226,True,0.95,0.96
4227,True,0.9,0.82
4228,True,0.87,0.88
4229,True,0.87,0.88
4230,True,0.89,0.9
4231,True,0.91,0.91
4232,True,0.93,0.9
4233,True,0.8,0.83
4234,True,0.92,0.91
4235,True,0.92,0.94
4236,True,0.57,0.73
4237,True,0.91,0.92
4238,True,0.91,0.95
4239,True,0.85,0.96
4240,True,0.92,0.93
4241,False,0.26,0.3
4242,True,0.73,0.78
4243,True,0.88,0.92
4244,True,0.65,0.73
4245,True,0.86,0.84
4246,False,0.33,0.27
4247,True,0.74,0.77
4248,True,0.95,0.95
4249,True,0.7,0.75
4250,True,0.85,0.89
4251,True,0.65,0.75
4252,True,0.89,0.94
4253,True,0.75,0.8
4254,True,0.98,1.0
4255,True,0.98,1.0
4256,True,0.92,0.98
4257,False,0.23,0.25
4258,True,0.77,0.77
4259,True,0.85,0.9
4260,True,0.97,0.95
4261,True,0.81,0.86
4262,True,0.88,0.91
4263,True,0.9,0.89
4264,True,0.69,0.68
4265,True,0.91,0.89
4266,True,0.92,0.95
4267,True,0.93,0.95
4268,True,0.92,0.91
4269,True,0.75,0.79
4270,False,0.2,0.19
4271,False,0.47,0.56
4272,False,0.19,0.08
4273,False,0.15,0.24
4274,False,0.49,0.45
4275,False,0.3,0.36
4276,False,0.3,0.22
4277,False,0.33,0.48
4278,False,0.48,0.54
4279,False,0.48,0.49
4280,False,0.39,0.45
4281,False,0.25,0.23
4282,False,0.13,0.25
4283,False,0.2,0.34
4284,False,0.72,0.73
4285,True,0.82,0.9
4286,True,0.81,0.88
4287,True,0.75,0.79
4288,True,0.9,0.92
4289,True,0.97,0.98
4290,True,0.89,0.96
4291,True,0.92,0.94
4292,True,0.92,0.92
4293,True,0.93,0.96
4294,True,0.92,0.93
4295,True,0.91,0.95
4296,True,0.86,0.81
4297,True,0.86,0.89
4298,True,0.89,0.95
4299,False,0.72,0.85
4300,True,0.7,0.71
4301,True,0.75,0.81
4302,True,0.91,0.91
4303,True,0.79,0.82
4304,True,0.79,0.78
4305,True,0.71,0.8
4306,True,0.67,0.68
4307,True,0.89,0.94
4308,True,1.0,0.98
4309,True,1.0,0.98
4310,True,0.79,0.85
4311,True,0.82,0.77
4312,True,0.81,0.76
4313,True,0.78,0.83
4314,True,0.85,0.86
4315,True,0.72,0.85
4316,True,0.97,0.96
4317,True,0.82,0.73
4318,True,0.62,0.48
4319,True,0.85,0.76
4320,True,0.81,0.82
4321,True,0.88,0.94
4322,True,0.94,0.91
4323,True,0.76,0.83
4324,True,0.78,0.75
4325,True,0.95,0.91
4326,True,0.93,0.95
4327,True,0.89,0.93
4328,True,0.84,0.81
4329,True,0.77,0.77
4330,True,0.78,0.81
4331,True,0.9,0.92
4332,True,0.77,0.83
4333,True,0.94,0.97
4334,True,0.81,0.84
4335,False,0.53,0.44
4336,False,0.19,0.21
4337,False,0.6,0.66
4338,False,0.63,0.61
4339,False,0.74,0.69
4340,False,0.19,0.15
4341,False,0.53,0.66
4342,False,0.49,0.42
4343,False,0.65,0.73
4344,False,0.22,0.29
4345,False,0.25,0.32
4346,False,0.29,0.24
4347,False,0.57,0.6
4348,False,0.19,0.27
4349,False,0.14,0.16
4350,False,0.21,0.2
4351,True,0.98,0.99
4352,True,0.82,0.87
4353,True,0.79,0.83
4354,True,0.8,0.82
4355,True,0.74,0.95
4356,True,0.94,0.87
4357,True,0.85,0.8
4358,False,0.75,0.75
4359,True,0.97,0.99
4360,True,0.97,0.99
4361,True,0.9,0.86
4362,True,0.91,0.88
4363,True,0.89,0.88
4364,True,0.97,0.98
4365,True,0.68,0.74
4366,True,0.97,0.98
4367,True,0.8,0.84
4368,True,0.93,0.94
4369,True,0.99,0.98
4370,True,0.98,1.0
4371,True,0.93,0.94
4372,True,1.0,1.0
4373,True,0.83,0.99
4374,True,0.97,1.0
